Locality,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name
Sector 14,,,,,"RG-1 Complex, G-16-21, Sector 14 Prashant Vihar Near Union Bank of India North Delhi 110085",28.716058,77.134609,"Cheers Resto Bar is a casual dining restaurant situated in the centre of Prashant Vihar, North Delhi. It is known for its North Indian and Chinese cuisines. The cherry on top is the music at this diner. The music here helps you unwind after a long day. You may choose to sit indoors or take a table outside to enjoy the crisp winter along with soulful music and tasty food. They even offer a delicious barbecue. The staff is supportive and polite. All in all, Cheers Resto Bar offers a great affordable experience of flavourful food and good music. So, if you are looking for a relaxing end to a long day, this could be your place to go. Read less",Casual Dining,"[Air Conditioning, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",16.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",BTW (Bittoo Tikki Wala),09873388503,1100.0," North Indian, Chinese, Italian",4.1,BTW
Saket,,,,,"PVR Anupam Complex, 5, Community Center Saket Near Red Roses Public School South Delhi 110017",28.523536,77.207059,"Koyla Kebab is a chain of quick service joints serving a range of authentic kebabs and other tandoori delicacies. The place serves the best kebabs and that too of various types. The economical menu makes Koyla Kebab the best place for people who are in love with delicious smoked kebabs. Prepared using the finest ingredients and elaborate marinations, Koyla Kebabs create authentic specialties like Kakori Kebabs, Galouti's, Tikkas, Seekh Kebabs, Biryani's and Kulcha's. The outlet is located in PVR Anupam Complex, Saket, Delhi. Read less",Fast Food,"[Smoking Area, Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Live Entertainment, Credit Card Accepted, Outdoor Seating, Digital Wallet Accepted]",7.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors",Food Ambassador,011-46581555,700.0," North Indian, Mughlai",3.0,Food Ambassador
Noida,,,,,"Jaipuria Plaza, 123 Sector 26 Near Patanjali Store Noida 201301",28.576401,77.335143,"Al Noor is a quick-service restaurant serving aromatic and mouth watering North Indian cuisine. The pocket-friendly menu offers a brief range of choice and each and every dish gives a soul-satisfying experience in every bite. The restaurant offers an efficient Home Delivery and Take Away service. Al Noor is located at Jaipuria Plaza, Sector 26, Noida. Read less",Fast Food,"[Home Delivery, Takeaway Available, Seating Not Available, Digital Wallet Accepted]",3.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",Grill Inn,0120-4344786,600.0," North Indian, Chinese",5.0,Grill Inn
Noida,,,,,"Jaipuria Plaza, Shop No. 129, Maharaja Agrasen Marg Sector 26 Near Above Patanjali Store Noida 201301",28.576599,77.335266,"Chef’s Play House is a quick-service restaurant. It serves super tasty street food. The staff is amiable, courteous, and also, trained well in providing quick services. It home delivers food to its customers. Chef’s Play House has a takeaway option for its customers. The food served is in a very presentable manner, and thus, one becomes tempted. Chef’s Play House serves high-quality food. Also, it makes sure that proper hygiene gests maintained in the restaurant. It is located at Sector 26, Noida in Jaipuria Plaza. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",3.0,Street Food Specialties,Mandarin Trail,09212706766,400.0,Street Food,5.0,Mandarin Trail
Okhla,,,,,"Crowne Plaza Today, Community Centre Okhla Phase - 1 Indian Oil Petrol Pump South Delhi 110020",28.528718,77.272575,"French Heart is located in Okhla Phase-1 and is for people who have a big time sweet tooth.The tempting menu covers a variety of sweet dishes that are freshly prepared and tasty. The fresh ingredients combined with a great presentation makes French Heart a distinctive experience. From sumptuous desserts to a wide range of tea, coffee, and other beverages simply spoils you for choice. It is a must-visit place for people who often get the sweet cravings and are not too much into regular cuisines. The nearest landmark is located in Indian Oil Petrol Pump. Read less",5 Star/Luxury,"[Air Conditioning, Elevator, WiFi, Valet Available, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted]",17.0,"Coffee Specialties, Air Conditioning, Elevator, WiFi, Valet Available, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted",Vinayak Restaurant,09582227030,900.0," Coffee, Desserts",4.1,Vinayak
Okhla,,,,,"A-99/2, Ground Floor, Industrial Area Okhla Phase - 2 Near Apollo Hospital South Delhi 110020",28.538957,77.277257,"Slice of Italy, as the name suggests, is a specialty restaurant that offers authentic Italian and a variety of pizzas. The restaurant is well known for its Pizzas served in authentic Italian style. This is for the crowd who looks for different flavors of pizzas along with a good and fun ambiance. It is an ideal place for people who binge over their favorite specialty dish and look for their fine quality. Slice of Italy is located in Okhla Phase-2 and the nearest landmark is a branch of Nathu Sweets. Read less",Fast Food,"[Air Conditioning, Takeaway Available, Credit Card Accepted, Family Dining, Indoor Seating]",4.0,"Pizza, Pasta",The Great Kabab Factory,011-41708111,800.0," Pizza, Italian",2.4,The Great Kabab Factory
Noida,,,,,"The Great India Place Mall, 3rd Floor Sector 38A Near Noida Sector 18 Metro Station Noida 201301",28.567489,77.326135,"Pind Balluchi is a popular chain of restaurants that serve North Indian and Mughlai cuisine from the province of Punjab and Rajasthan, which is known for its spicy indulgence and the rich aroma. The various ingredients and rich gravy preparation provide a soul-satisfying taste to the diners. The outlet is located in The Great India Place Mall in Noida. Pind Balluchi has a spacious and elegant ambiance and is ideal for Indian food eaters who like spending quality time with families who are equally in love with authentic Indian curry dishes. The beverages are made to quench the thirst. The restaurant is fashioned in the style of a grand village courtyard, complete with a banyan tree and overhead lighting giving it an alfresco feel. Pind Balluchi provides one of a kind experience for all food lovers. Read less",Casual Dining,"[Air Conditioning, Elevator, Home Delivery, Parking Available, Credit Card Accepted, Digital Wallet Accepted]",210.0,"Butter Chicken, Dal Makhani, Comfortable Seating, Family Friendly, Authentic Indian Flavors",Pling,0120-4300011,1800.0," North Indian, Mughlai",4.1,Pling
,,,,,"BA-147A, Ground Floor Jail Road Near Dasmesh Hospital West Delhi 110058",28.631638,77.098093,"Hashtag Foods is a chain of Quick-service restaurants serving an array of scrumptious and delicious fast food and a wholesome range of milkshakes and beverages. Known for serving wholesome beverages and delicacies, the restaurant takes the diners on a flavourful ride. The exclusive menu is in line with varied tastes and preferences and caters to its diners cravings at pocket-friendly prices. Hashtag Foods is located in Double Storey in Jail Road, West Delhi. Read less",Fast Food,"[Air Conditioning, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",5.0,"Burgers, Fries",Desii Swaad,08851857375,500.0," Fast Food, Shakes",2.6,Desii Swaad
Paschim Vihar,,,,,B-2/153 Paschim Vihar West Delhi 110063,28.668668,77.101949,"Hong Kong Express is a chain of quick service restaurants serving Chinese and Thai cuisine. The awesome ambience adds to the look of the place and makes it lively. Considered to be one of the chilled hangout places among youngsters, Hong Kong Express provides simple food that has been prepared with an innovative twist. Located in Paschim Vihar, Hong Kong Express is an ideal place to find a variety of Chinese and Thai delicacies. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi]",3.0,"Hakka Noodles, Manchurian, Indo-Chinese Favorites",The Culinary Court,No_Contact,800.0," Chinese, Thai",3.3,The Culinary Court
Rohini,,,,,"Aggarwal City Plaza, Ground Floor, Mangalam Place, District Centre, Sector 3 Rohini Near M2K Cinemas North Delhi 110085",28.700734,77.117193,"Pizza Hut is the leading affordable casual dining restaurant brand in India and was the first international restaurant chain to pioneer this category in India. The restaurant brand offers an eclectic menu consisting of its signature pizzas, appetizers, pasta, desserts, and beverages. The place is known for its trademark dine-in services that they provide. There are about 138 outlets located across the country and this one is located in Aggarwal City Plaza in Rohini, Delhi. Read less",Fast Food,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",51.0,"Pizza, Pasta",Cheers Resto Bar,011-27947594,900.0," Pizza, Italian",4.3,Cheers Resto Bar
Noida,,,,,"DLF Mall of India, Ground Floor Sector 18 Near Gurdwara Sahib Noida 201301",28.567191,77.322126,"Krispy Kreme an array of donuts and other fast food items. At Krispy Kreme, one can enjoy a wide selection of Doughnuts and Drinks. It is a perfect place for a brunch or an evening snack and for bakery stuff lovers especially when one is running low on that appetite for the whole meal and crave for that sweet tooth! Krispy Kreme makes sure all the baked items are soft and fresh. The outlet is located in Sector 18, Noida and the nearest landmark is Gurdwara Sahib. Read less",Fast Food,"[Air Conditioning, Valet Available, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",33.0,Desserts Specialties,Koyla Kebab,0120-2446261,400.0," Desserts, Doughnuts, Shakes",3.4,Koyla Kebab
Paschim Vihar,,,,,"9, A-2, DDA Market Paschim Vihar Street No 1 West Delhi 110063",28.674659,77.101213,"34 Chowringhee Lane is a one of kind restaurant that aptly enters the Fast Food zone, that has become a part of our lifestyle. This chain of restaurant is serves sumptuous variety of Fast Food items and sets your expectation at the right place. The takeaway restaurant is quick in its services and does not allow you to wait in a long queue. 34 Chowringhee Lane is for sure is a satiating place for your small cravings and an economical menu makes it even more of a preferred place. The quick service restaurant is located in Paschim Vihar. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",1.0,"Burgers, Fries",Al Noor,09650876015,300.0,Fast Food,4.0,Al Noor
Sector 14,,,,,"69-70, Ground Floor, Central Market, Sector 14 Prashant Vihar Opposite PVR Cinemas North Delhi 110085",28.712755,77.136989,"Slice of Italy is a chain of Pizza places offering the some of the best quality Italian food products to its diners. The place offers an attractive and distinctively designed ambiance along with a wide selection of delicious pizzas and other Italian food items. The menu this place provides is economical and exclusive. Slice of Italy aims at providing the finest service and completely gratifying experience to its diners. Slice of Italy has various outlets that are spread over the city. This outlet is located in Central Market in Prashant Vihar, Delhi. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi]",4.0,"Pizza, Pasta",Chef's Play House,011-45587423,800.0," Pizza, Italian",3.1,Chef's Play House
Noida,,,,,"The Great India Place Mall, 3rd Floor Sector 38A Near Noida Sector 18 Metro Station Noida 201301",28.567521,77.325936,"Nazeer Foods is one of the leading Mughlai and Indian restaurants chain across Delhi-NCR. The place offers an exclusive menu which serves a variety of North Indian and Mughlai delicacies which are known for their spicy indulgence and rich aromas. The various ingredients used in the preparations are authentic and the rich gravy preparations provide a relishing taste to the diners. Nazeer Foods provide a pocket-friendly menu which caters to people of all age-groups. With various outlets spread across the city, this outlet is located in The Great India Place Mall in Noida. Read less",Fast Food,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",96.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors",French Heart,0120-4263343,700.0," North Indian, Mughlai",4.1,French Heart
Aerocity,,,,,"Andaz Delhi, Asset No. 1 Aerocity Near Aerocity Metro Station South Delhi 110037",28.554185,77.122452,"The Hong Kong Club - Andaz Delhi - (A concept by Hyatt) is a newly opened lounge located in Andaz Delhi, Aerocity, South Delhi. This specialty restaurant takes that endeavor to serve the diners with delicious Cantonese cuisines and promises to take one on a flavorful ride. It assures one of great times, affordable menu and most importantly good food. One can try a variety of dishes here. To complement the tasty dishes, The Hong Kong Club - Andaz Delhi - (A concept by Hyatt) hosts a well-stocked bar that completes one's dining out experience. It is an ideal place to spend time with your friends and family. Read less",5 Star/Luxury,"[Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, Full Bar Available, Private Dining]",72.0,"Hakka Noodles, Manchurian, Chic Ambience, Cocktail Menu, Indo-Chinese Favorites, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, Full Bar Available, Private Dining Available",Slice of Italy,08588842919,3500.0," Cantonese, Chinese",4.6,Slice of Italy
